feature_id,Adipocyte,Cardiomyocyte,Cycling cells,Endothelial,Fibroblast,Lymphoid,Mast,Myeloid,Neuronal,Pericyte,vSMCs
ENSG00000237491,0.0005467608,0.1048566,0.19568683,0.048186876,0.10371681,0.05019431,0.053682867,0.050663773,0.064783335,0.048927207,0.07820486
ENSG00000228794,0.3173442,0.7975749,0.101370744,0.053967413,0.0503115,0.035879493,0.054875117,0.051088803,0.03609312,0.03578318,0.07369646
ENSG00000188976,0.31610584,0.1571064,0.12583373,0.036427747,0.09478143,0.07079351,0.054115742,0.063779935,0.033912998,0.041618973,0.1587754
ENSG00000187642,0.00052833743,0.44957572,0.038499314,0.007592404,0.0063632173,0.010578179,0.057393555,0.012874876,0.01041426,0.00566558,0.015489446
ENSG00000188290,0.00054344896,0.13426626,0.033287305,0.093128935,0.10547741,0.044350587,0.07779082,0.016139269,0.04554488,0.43246764,0.44440362
ENSG00000187608,0.0005399446,0.06591743,0.03782668,0.07986091,0.019064195,0.022190835,0.054709993,0.009519065,0.030268753,0.051775012,0.05623188
ENSG00000131591,0.0005294889,0.16206217,0.15588276,0.047765955,0.07776005,0.06539916,0.08646747,0.06356583,0.08803869,0.03581564,0.077345856
ENSG00000078808,0.33043274,0.16723303,0.07633194,0.080692865,0.0561084,0.07707969,0.0005335322,0.09317134,0.05757661,0.048680454,0.11852449
ENSG00000160087,0.00053016085,0.18936615,0.108437784,0.056942478,0.08251169,0.084360726,0.119865425,0.09260681,0.06288792,0.03118015,0.045439463
ENSG00000131584,0.00053754315,0.22968517,0.21676031,0.04307306,0.0715315,0.023461068,0.05387185,0.059992015,0.036276184,0.039737105,0.044615738
ENSG00000127054,0.30855477,0.27474195,0.14670514,0.031781964,0.05942232,0.03620862,0.0005268054,0.05329472,0.044431858,0.05770982,0.066729784
ENSG00000224051,0.00053431856,0.08482499,0.064127244,0.00847385,0.0062928116,0.011625131,0.0005392218,0.0045734313,0.018414224,0.008616065,0.017557207
ENSG00000107404,0.0005404992,0.08776149,0.03819166,0.020511188,0.021450773,0.016482951,0.00054629135,0.020721441,0.010959507,0.017227944,0.037595514
ENSG00000162576,0.34889743,0.006842206,0.036842916,0.008220029,0.12252357,0.011451017,0.0005251885,0.015159333,0.14066434,0.030272422,0.09007121
ENSG00000175756,0.0005391787,0.08331212,0.059148133,0.054952458,0.04981128,0.04338061,0.055792537,0.034544796,0.068038836,0.061881546,0.034418553
ENSG00000221978,0.49332258,0.5085331,0.3680094,0.21128012,0.3653364,0.11795848,0.08396833,0.17058893,0.16834508,0.17061043,0.2945366
ENSG00000242485,0.32667795,0.21858159,0.14775755,0.083448194,0.10885243,0.1147572,0.08678476,0.09844156,0.09057492,0.111235656,0.10470004
ENSG00000160072,0.67707664,0.18918504,0.05885948,0.03224502,0.04478694,0.035974577,0.05458644,0.05713126,0.06412108,0.022545496,0.043906208
ENSG00000197785,0.0005193634,0.094914176,0.20036134,0.0120950425,0.021210607,0.022512082,0.0005303497,0.03317119,0.017086111,0.012139727,0.01675959
ENSG00000160075,0.5209655,0.15647937,0.098244995,0.087813005,0.08834921,0.047957733,0.054184232,0.0986511,0.058695048,0.084388494,0.049503207
ENSG00000197530,0.3215086,0.24342869,0.00053783803,0.01891014,0.03131894,0.027850294,0.12255309,0.022925155,0.021078492,0.018990105,0.024763845
ENSG00000189409,0.00055204827,0.22062571,0.00054518745,0.021360684,0.042280644,0.00052222825,0.055199526,0.010478221,0.00052318134,0.007410696,0.04618652
ENSG00000248333,0.5348553,0.18726806,0.21514721,0.08558056,0.06801718,0.08532107,0.0005419818,0.08589909,0.04420377,0.031300727,0.0005213203
ENSG00000189339,0.0005154902,0.19232245,0.14727414,0.07456385,0.10721948,0.13861923,0.05253182,0.0878805,0.07825948,0.03630228,0.09927296
ENSG00000008128,0.0005480748,0.1638819,0.14736982,0.058497764,0.07710449,0.054553024,0.27373654,0.07707814,0.06870945,0.037788294,0.05024899
ENSG00000215790,0.3251019,0.13926612,0.12985201,0.031140964,0.07150985,0.09983589,0.08763051,0.05661593,0.036151692,0.029207729,0.077216476
ENSG00000008130,0.29968804,0.17280246,0.30805138,0.058849193,0.087582715,0.08533849,0.12121555,0.14557138,0.05077373,0.032368667,0.043041375
ENSG00000078369,1.7507004,1.0801307,1.9771205,0.8016184,0.6832005,0.7766449,1.2338958,1.2706347,0.607816,0.48914868,0.61067164
ENSG00000067606,0.0005329373,0.25841603,0.037869412,0.0071364753,0.0068871384,0.0857287,0.16010611,0.018351836,0.01822117,0.003980647,0.017167639
ENSG00000162585,0.00054150086,0.09869014,0.03546929,0.052180637,0.06354588,0.042103793,0.0005322547,0.029915154,0.052310772,0.051405203,0.05315004
ENSG00000157933,0.84583646,0.3376812,0.7720168,0.21354118,0.2883281,0.13361795,0.44443846,0.3697311,0.241736,0.17120609,0.27481815
ENSG00000116151,0.0005430246,0.111760505,0.0005340638,0.010692038,0.033305347,0.024736451,0.0005333509,0.014317881,0.017300196,0.029423993,0.057962235
ENSG00000157916,0.00052816473,0.15632376,0.23603378,0.07741292,0.120150015,0.12718302,0.11966831,0.113596134,0.09717549,0.09598192,0.13139102
ENSG00000157911,0.0005382247,0.1184265,0.08506171,0.015732737,0.034130838,0.0005393795,0.0553833,0.019688044,0.01095852,0.02524514,0.057568002
ENSG00000197921,0.0005393829,0.00065782,0.0005320049,0.012836219,0.001009194,0.00053212,0.00052510895,0.00048983045,0.00051677175,0.0042108055,0.0005312243
ENSG00000157873,0.000548736,0.0030015106,0.11020067,0.105269656,0.05459557,0.084176295,0.19706322,0.24571271,0.06760317,0.03667854,0.08064573
ENSG00000228037,0.0005276442,0.00035422572,0.0005329092,0.0015092787,0.0007493222,0.00053622265,0.0005261239,0.00049623946,0.00052568724,0.00049988367,0.0005312913
ENSG00000177133,0.00053630176,0.19668572,0.00054410106,0.0061852164,0.0020668486,0.018785143,0.00054392836,0.004940871,0.0005272376,0.0029511263,0.061050333
ENSG00000142611,0.00054802484,3.170959,0.10608199,0.12143086,0.037907865,0.020975694,0.0005315282,0.033280753,0.2600769,0.034283195,0.5605789
ENSG00000116213,0.0005192534,0.036186755,0.1119415,0.01703078,0.030391747,0.017227575,0.0005354297,0.03179329,0.066537656,0.021074578,0.00052831013
ENSG00000130764,0.00052086095,0.08048206,0.06146793,0.029261263,0.030033763,0.016171081,0.0005318774,0.062009986,0.022713276,0.028967002,0.0696628
ENSG00000116198,0.00054425676,0.23102944,0.08063372,0.06755895,0.10430595,0.11514684,0.119468175,0.105608195,0.062386014,0.07500513,0.045913216
ENSG00000169598,0.0005347185,0.07407215,0.06149542,0.014294867,0.043124795,0.041027375,0.08871142,0.032291573,0.035838604,0.021416161,0.026648842
ENSG00000198912,0.000533404,0.044046108,0.03871747,0.0072938423,0.02195593,0.024230048,0.11777145,0.02848092,0.01734123,0.02007237,0.036689714
ENSG00000196581,0.00052758015,0.00047587173,0.043422237,0.0059989286,0.0064914594,0.0005340662,0.00053227384,0.0023124912,0.013505997,0.0005065655,0.019662824
ENSG00000131697,0.5058786,0.16004644,0.2894261,0.022505233,0.0748003,0.028684374,0.054564506,0.06816443,0.031340275,0.028901309,0.035479102
ENSG00000069424,0.0005493584,0.32728857,0.74709064,0.027323836,0.027319893,0.35825175,0.43760818,0.40849662,0.02940966,0.008269915,0.016979618
ENSG00000116251,0.6724914,0.22958158,0.16265458,0.16120026,0.14000656,0.09625492,0.11821647,0.13142382,0.12350727,0.14419077,0.23757038
ENSG00000158286,0.0005364992,1.8405595,0.083099574,0.061600693,0.059583303,0.047252264,0.08151661,0.031052956,0.060938634,0.059507847,0.12335833
ENSG00000116237,0.3353752,0.12850831,0.037312206,0.029053085,0.031399634,0.03526405,0.0005291518,0.015673582,0.017351802,0.029236658,0.017248278
ENSG00000158292,0.00053189485,0.019377783,0.03707787,0.0021727101,0.07852819,0.0005343441,0.058911398,0.004909781,0.046963636,0.04067932,0.037494827
ENSG00000215788,0.0005361246,0.06428295,0.039692838,0.060834877,0.0056841336,0.069000885,0.00052814913,0.058984473,0.03554176,0.001865745,0.015676191
ENSG00000171680,0.34787998,0.14772184,0.17646913,0.07712781,0.014831808,0.0005281567,0.0005344064,0.18097895,0.058354273,0.0031951526,0.047575478
ENSG00000162408,0.49169746,0.31151363,0.14938216,0.09968031,0.11490019,0.09764819,0.09064827,0.103620574,0.14943849,0.07101994,0.04728523
ENSG00000173662,0.0005272533,0.06483887,0.00052337,0.0015378022,0.00039370774,0.000534836,0.00053682213,0.004347403,0.00052152737,0.0005032029,0.0005328324
ENSG00000204859,0.00051982707,0.1366773,0.19777487,0.020403167,0.039747488,0.04122776,0.052960612,0.10094699,0.049152076,0.035278488,0.034908254
ENSG00000162413,0.0005463467,0.25319108,0.03795267,0.021886973,0.073401,0.044376064,0.0005283543,0.021975905,0.050706264,0.03408063,0.04543757
ENSG00000041988,0.3381243,0.060474515,0.06254912,0.0066694664,0.024023317,0.017832369,0.0005351375,0.008768398,0.037237987,0.023962477,0.017045785
ENSG00000007923,0.83444095,0.95859915,0.25777835,0.12440722,0.14416808,0.11970342,0.14887376,0.17808951,0.09026348,0.12531109,0.12654774
ENSG00000171735,0.83268005,1.3346229,0.8406523,0.41264462,0.37464792,0.22610942,0.34318474,0.36951077,0.49934247,0.27741104,0.43633112
ENSG00000049245,0.00053214317,0.0629719,0.10309411,0.033307,0.041375615,0.021801755,0.089043796,0.0694952,0.073409654,0.038310222,0.06587927
ENSG00000049246,0.0005372196,0.6669687,0.18641542,0.15662578,0.3650448,0.051355556,0.121169664,0.329288,0.16693859,0.18856172,0.22605634
ENSG00000116288,0.84002614,0.21690094,0.23962285,0.09067211,0.119122475,0.09147062,0.117194906,0.10524058,0.13622665,0.11710683,0.11763155
ENSG00000116285,0.34865442,0.07017939,0.037263542,0.014281762,0.07508567,0.023120388,0.055376384,0.01662681,0.016195219,0.07529016,0.069333166
ENSG00000238290,0.0005373654,0.007831662,0.03839917,0.0023705398,0.027842939,0.012918375,0.00054449943,0.00048383806,0.000540347,0.1401488,0.040239464
ENSG00000142599,1.5781155,6.162258,2.3151646,1.7119902,1.6615077,1.096836,2.0078251,1.8657396,1.0315737,1.2254887,1.2338461
ENSG00000074800,0.6817224,0.37539944,0.5054045,0.08744336,0.13942114,0.15500805,0.1823054,0.24587494,0.1281035,0.09962059,0.062151484
ENSG00000180758,0.0005194314,0.44014794,0.059905097,0.021997241,0.13920842,0.016491922,0.05764477,0.020966949,0.04861436,0.020465273,0.0853135
ENSG00000228526,0.0005243077,0.031696465,0.20432174,0.018660514,0.2705129,0.010562911,0.0005394823,0.27726382,0.049613617,0.09673624,0.139679
ENSG00000049239,0.67104244,0.61028755,0.19084403,0.09102207,0.15637754,0.06925116,0.14452216,0.11311385,0.13337058,0.08129882,0.124730594
ENSG00000171621,0.6814439,0.05642237,0.0005400837,0.041256808,0.24444176,0.072369136,0.00054094935,0.009165638,0.045188416,0.054475594,0.08976742
ENSG00000171612,0.3369441,0.26747406,0.2199502,0.042881846,0.069570564,0.01567119,0.11627845,0.10287782,0.028245328,0.044738818,0.07138194
ENSG00000171608,0.00054246833,0.03426783,0.9586298,0.008725775,0.019202786,0.7644486,0.31958207,0.40394023,0.04397472,0.018279482,0.02631374
ENSG00000171603,0.3259454,0.33009118,0.25754365,0.17159963,0.17368074,0.18875606,0.33588907,0.15957384,0.24859408,0.11721434,0.13432401
ENSG00000178585,0.0005226798,0.86625564,0.32033542,0.21544935,0.07223716,0.08133178,0.11791473,0.14345412,0.07046546,0.05668267,0.08036052
ENSG00000285701,0.0005340268,0.09012542,0.00054410956,0.008566734,0.0017570087,0.00051550847,0.0005342011,0.0056981826,0.011127192,0.002637067,0.0005341156
ENSG00000162441,0.3300076,0.2410804,0.037289068,0.04776765,0.07991634,0.049397465,0.054340042,0.06356491,0.07115286,0.05900867,0.093502305
ENSG00000173614,0.00053409237,0.6739833,0.12523761,0.049445946,0.044484418,0.016739951,0.08608712,0.10822167,0.042107563,0.049976572,0.08604328
ENSG00000162444,0.0005443578,0.016029585,0.05836294,0.17018482,0.0118727265,0.010287534,0.0005400459,0.03255681,0.041755617,0.0106064025,0.02255435
ENSG00000130939,0.5005268,1.9888912,0.8852506,0.33120853,0.42295915,0.36735904,0.33110288,0.5295784,0.2822324,0.31266177,0.33391076
ENSG00000054523,0.6751697,3.5573268,1.1646633,0.5955108,0.5338814,0.36100063,0.5534856,1.0330637,0.67296267,0.3607631,0.45671603
ENSG00000142657,0.8565584,0.11408247,0.13102154,0.008173513,0.06636441,0.03831965,0.09298557,0.11593359,0.038115293,0.014599996,0.0005324704
ENSG00000160049,0.0005297139,0.16175675,0.058047395,0.029140966,0.06781541,0.058820218,0.05510199,0.037752416,0.050963573,0.044280395,0.07650813
ENSG00000142655,1.634705,1.3224838,0.54778594,0.1560896,0.20809914,0.27118886,0.27418903,0.24158221,0.15034425,0.15972105,0.15559515
ENSG00000130940,0.30778462,2.820734,0.123360254,0.11169225,0.039139308,0.06317753,0.14364226,0.042713176,0.041825633,0.04894317,0.14486128
ENSG00000272078,0.00053598825,0.089866064,0.0005425467,0.0028475488,0.00089632266,0.018274916,0.0005219081,0.0019907255,0.00052065466,0.0028786939,0.0005241697
ENSG00000120948,0.32039118,0.3889029,0.1262686,0.089909956,0.11974223,0.12559885,0.24723029,0.16431785,0.096960805,0.10956063,0.11335665
ENSG00000116649,0.3478403,0.048817344,0.06076282,0.014578896,0.05719373,0.04421752,0.12363021,0.04204203,0.015404059,0.037314434,0.06480183
ENSG00000171824,0.31615755,0.21448128,0.17463765,0.06865401,0.108020164,0.078109846,0.086527094,0.116158016,0.08455505,0.109057374,0.13530011
ENSG00000198793,0.8284579,0.6943561,0.40929562,0.14982772,0.22417554,0.19424778,0.15176004,0.20066571,0.21390118,0.20242293,0.20851119
ENSG00000120942,0.00053839147,0.08842251,0.038980987,0.008765792,0.019586647,0.01740061,0.0005393071,0.025598457,0.023967749,0.014823261,0.02597943
ENSG00000132879,0.00054323376,0.09468153,0.0005264113,0.0023257807,0.01816089,0.03189014,0.00052264665,0.009394971,0.024170758,0.0116666155,0.0005312309
ENSG00000177000,0.31831303,1.4084698,0.26054165,0.13208023,0.1924674,0.08977182,0.23817982,0.26258978,0.09577567,0.15500988,0.22587916
ENSG00000011021,0.00053052517,0.38605294,0.46769112,0.06680514,0.11002987,0.07097046,0.15414384,0.23160574,0.104984835,0.099074066,0.11501957
ENSG00000175206,0.00052632863,0.033168413,0.03987553,0.0065670325,0.0077865548,0.011261432,0.0005371024,0.025251338,0.00052952237,0.004576407,0.00053353776
ENSG00000120937,0.00052233686,0.043788403,0.03873596,0.0038274613,0.0020414777,0.012887548,0.00053380214,0.004330464,0.0005212561,0.003155726,0.018688507
ENSG00000116685,0.00054363476,0.07068313,0.058460847,0.027393423,0.04072825,0.0294947,0.055096257,0.049337223,0.050489463,0.026982527,0.024699945
ENSG00000083444,0.7050315,0.099463634,0.057839543,0.044313814,0.14607705,0.06395991,0.05540414,0.0775478,0.09306161,0.2194224,0.09844104
ENSG00000116688,0.0005328144,1.1005588,0.16932681,0.065951854,0.06441399,0.055460475,0.00052010204,0.09162593,0.050001442,0.060050257,0.12358027
ENSG00000116691,0.34196818,0.06071421,0.112745315,0.00982905,0.017585663,0.011857383,0.0005376769,0.042754374,0.042971388,0.016708765,0.038419217
ENSG00000028137,0.00053436635,0.020466495,1.4112197,0.19475591,0.06760515,0.3408652,0.57182825,1.1243623,0.12697895,0.14995639,0.053359445
ENSG00000048707,1.9906107,5.0892444,1.2966899,0.7320157,0.829256,0.70413524,0.87187946,0.7821455,0.9807211,1.6459208,1.8291252
ENSG00000162496,1.1915789,0.23844601,0.16977294,0.07751386,0.17743224,0.19273752,0.05554027,0.19815448,0.12256064,0.0067579476,0.11569621
ENSG00000162493,0.0005440345,0.14787279,0.0005329797,0.008790995,0.050836917,0.017664926,0.00054135214,0.009962504,0.056916997,0.0068885875,0.017193366
ENSG00000116731,0.31670743,1.1871432,0.79736483,0.27807242,0.53092515,0.41524616,0.486655,0.436249,0.29624003,0.18298647,0.22544806
ENSG00000189337,3.669064,0.125371,0.08162245,0.15150788,3.4881415,0.22808483,0.05262597,0.105815455,0.13933437,0.051654115,0.32200852
ENSG00000231606,0.0005483344,0.0016789816,0.00053529965,0.00095429923,0.15161777,0.02002657,0.06084887,0.0028665797,0.00053324096,0.0030203988,0.00054632744
ENSG00000234593,0.00053608854,0.0014233319,0.00053321867,0.0024003813,0.07433233,0.018858591,0.0005321047,0.00049205066,0.013588297,0.003013203,0.00053267326
ENSG00000171729,0.00053578225,0.14779666,0.4403232,0.039343085,0.03211259,0.015899133,0.055591565,0.32346058,0.02200502,0.06842203,0.41862774
ENSG00000233485,0.00054313126,0.06754147,0.00055143214,0.0016811147,0.00060062954,0.0005249746,0.00054137316,0.005253611,0.011248969,0.000488349,0.0005205505
ENSG00000142634,0.0005290524,0.03865806,0.106999405,0.049076136,0.01814358,0.052787397,0.09158514,0.10895688,0.023434576,0.03412195,0.0005317672
ENSG00000132906,0.32166097,0.1496845,0.13059428,0.009842705,0.039129116,0.023707084,0.08997705,0.03212695,0.06834182,0.05602613,0.16475007
ENSG00000116138,0.67977166,0.36727923,0.16952382,0.08888574,0.13635702,0.07105575,0.15385795,0.13628373,0.09247221,0.08472595,0.12699944
ENSG00000197312,0.6696516,0.60892695,0.26075143,0.083517626,0.1521845,0.054995783,0.11686132,0.22210678,0.13306986,0.122969665,0.18602352
ENSG00000116786,0.81935376,0.9315539,0.36284602,0.17173815,0.29520395,0.14800046,0.11538719,0.43050748,0.20101118,0.12984885,0.23352294
ENSG00000162461,0.0005347702,0.07529089,0.000546787,0.0030382117,0.006583859,0.0005157175,0.00053589506,0.01690444,0.011512759,0.00804354,0.0005263397
ENSG00000162458,0.5305603,0.514505,0.0005310369,0.026239509,0.083468884,0.027841635,0.00053372845,0.011316895,0.02363283,0.23700404,0.1474349
ENSG00000179743,0.32461736,0.1781371,0.03879537,0.031758342,0.02804263,0.02092034,0.05395884,0.04685246,0.055719968,0.008564362,0.025917785
ENSG00000065526,0.80794233,0.7855966,0.4591549,0.27822015,0.3843486,0.2083984,0.5311156,0.3810792,0.23901728,0.30843365,0.3769798
ENSG00000116809,0.00053570495,0.10747804,0.10959131,0.03419009,0.039842475,0.0887151,0.054632366,0.03514756,0.017592,0.028626528,0.04658891
ENSG00000173641,0.00052769727,3.538781,0.31428567,0.24278784,0.20982619,0.22208771,0.27998954,0.24608332,0.2531032,0.27493834,0.19578098
ENSG00000142627,0.0005459771,0.067401454,0.0005319002,0.03300743,0.0071984883,0.023181506,0.0005316282,0.003042985,0.037036307,0.06844329,0.08725835
ENSG00000037637,1.5710107,1.8803041,0.7818302,0.2693439,0.41565707,0.24968556,0.4633525,0.48656002,0.23908655,0.24184431,0.3511072
ENSG00000055070,0.4992992,0.23651053,0.26497325,0.07787328,0.1015532,0.15293308,0.1523398,0.09799815,0.07613606,0.06857067,0.12523912
ENSG00000187144,0.00053267454,0.04880723,0.10778426,0.01504922,0.01999114,0.01210741,0.054531634,0.010841351,0.038223594,0.009967624,0.015313301
ENSG00000157191,0.0005294589,0.089630075,0.26010945,0.07349072,0.053154327,0.02945528,0.05639099,0.11513065,0.05883407,0.03493234,0.056236766
ENSG00000219481,0.32243615,0.080617584,0.06276375,0.032731757,0.07325854,0.03409403,0.18631892,0.0947924,0.045936566,0.007323463,0.03504615
ENSG00000058453,0.00053771853,0.29732454,0.12781726,0.046329618,0.089551866,0.120918386,0.089725874,0.07143862,0.079978354,0.08744821,0.12444388
ENSG00000226526,0.0005378299,0.029292222,0.08552369,0.031287473,0.018816222,0.028704416,0.0005401519,0.038884953,0.011808108,0.0058611697,0.00053764234
ENSG00000159363,0.0005408144,0.03938923,0.17690422,0.054233026,0.052033607,0.03594363,0.12116696,0.071205184,0.02957059,0.018965324,0.06716395
ENSG00000117118,0.00053484837,0.79997265,0.18968134,0.121750966,0.1347626,0.14847502,0.18178606,0.17551261,0.10428645,0.10850107,0.09460722
ENSG00000117115,0.0005314051,0.0007609781,0.04263986,0.0009895535,0.0010104609,0.0005246055,0.25452694,0.039935015,0.0005267803,0.00049203297,0.019716153
ENSG00000159339,0.0005329249,0.002132388,0.00054652436,0.00096982,0.0008105748,0.0005257923,0.23192695,0.0023038825,0.0005346111,0.0005048802,0.0005288814
ENSG00000179051,0.00052870257,0.09485741,0.36141595,0.041081,0.05645017,0.095911816,0.12430225,0.15916374,0.02848213,0.036683198,0.02547496
ENSG00000074964,0.8515723,1.2976565,0.68158746,0.029448016,0.20048967,0.02780155,0.237087,0.98716885,0.19050908,0.06928809,0.65844613
ENSG00000117154,0.0005359448,0.0015288843,1.3140119,0.0029000794,0.0026319823,0.013083874,0.197813,0.669286,0.09715707,0.00048906595,0.0005365203
ENSG00000169991,0.00053624413,0.017373871,0.08440988,0.06931883,0.039265692,0.067005165,0.0005447486,0.03873894,0.075099185,0.007879841,0.03534241
ENSG00000127481,0.31429705,1.1157722,0.59125376,0.24668527,0.31705475,0.22016442,0.6460259,0.364393,0.17747942,0.2419544,0.3624042
ENSG00000230424,0.0005470382,0.23629701,0.19600904,0.05482569,0.108669326,0.062946804,0.053681776,0.053799696,0.122584924,0.06627005,0.077019
ENSG00000127463,0.00053340924,0.22113906,0.060995623,0.039458364,0.07598811,0.04204203,0.053159047,0.057743657,0.078348234,0.041743428,0.08710342
ENSG00000053372,0.34117642,0.043778893,0.00052309775,0.016062815,0.038349554,0.011064457,0.12950744,0.03666723,0.04428095,0.034186788,0.03643858
ENSG00000077549,0.8290697,1.20403,1.3143476,0.5156911,0.6426446,0.77391875,0.7942313,1.1570063,0.2979844,0.4272695,0.4361221
ENSG00000173436,0.00054574007,0.22892891,0.19365837,0.1008627,0.09868603,0.14059846,0.15038885,0.15040424,0.12677285,0.105306156,0.16421686
ENSG00000158747,0.000535466,0.014878867,0.058618043,0.12197918,0.13681765,0.016051443,0.00054135604,0.019346787,0.016545806,0.099298224,0.054883625
ENSG00000162542,0.32825398,0.4588767,0.28413993,0.06104008,0.13724053,0.08497496,0.08627587,0.17236504,0.091080226,0.07356726,0.0658586
ENSG00000169914,0.0005401303,0.11438093,0.037905123,0.03421184,0.05260096,0.045305002,0.121843964,0.031895187,0.03713923,0.040935203,0.08888466
ENSG00000188257,0.000539454,0.065766424,0.09729551,0.10695843,0.37999645,0.13397463,0.16659676,0.11819155,0.15806341,0.07650259,0.18337011
ENSG00000127472,0.3305211,0.2795463,0.28898814,0.42012945,3.103266,0.19522108,0.048696805,0.08143943,0.13781908,5.2042,4.99953
ENSG00000162545,0.53659135,0.021311127,0.03787618,0.026082901,0.17512107,0.02882165,0.05558703,0.020061389,0.029371234,0.2757942,0.110534154
ENSG00000090432,0.00053502485,0.11449012,0.08038521,0.013796669,0.01947666,0.0005279809,0.0005339565,0.016942704,0.00052390795,0.010204572,0.017749863
ENSG00000158828,0.00054323836,0.16071364,0.03697895,0.047364183,0.05921583,0.027947865,0.09036789,0.04350004,0.036024082,0.027139017,0.08747382
ENSG00000117242,0.00052955135,0.05670383,0.000539382,0.007816412,0.008954191,0.00052119925,0.0005371132,0.009664167,0.032003943,0.012885707,0.025219727
ENSG00000244038,0.0005317122,0.1721675,0.00053459924,0.051933363,0.052179303,0.036653247,0.0005275629,0.060344063,0.04301173,0.03796259,0.06578591
ENSG00000127483,0.97965586,1.059904,1.7253032,0.2877177,0.50558835,0.2763709,0.2793681,0.37831923,0.36148098,0.35120487,0.41613105
ENSG00000075151,2.4821925,2.4768004,2.3107674,1.1448469,1.3954159,0.86329705,1.8847524,2.3091145,0.7384699,0.92887455,0.8883374
ENSG00000117298,0.8290763,0.2373864,0.1171824,0.5000246,0.5953446,0.20312157,0.45512858,0.043778375,0.30505565,0.35523584,0.620332
ENSG00000142794,0.0005501753,0.055000026,0.0005336818,0.020938901,0.034057762,0.031359546,0.0545553,0.024227621,0.02254771,0.0074547464,0.0005203912
ENSG00000162551,0.00054855744,0.015328926,0.0005342951,0.14751244,0.0034282084,0.012186658,0.0005263548,0.0021058517,0.018917793,0.008051706,0.00053266913
ENSG00000090686,1.2685617,1.0730067,0.73210955,0.25979915,0.4340428,0.3967541,0.45528615,0.3557654,0.31032595,0.25194255,0.31190738
ENSG00000142798,1.3055593,0.9772353,0.14365268,1.2841412,1.3182429,0.089326456,0.21039414,0.12526186,0.6234276,0.10486728,0.58890355
ENSG00000070831,0.4914465,0.46043622,0.33232754,0.25830215,0.22667022,0.23685195,0.30006555,0.32206902,0.17137052,0.1611012,0.24243745
ENSG00000184677,0.5232164,0.31234497,0.37662122,0.08605067,0.100321606,0.10016369,0.15174483,0.14106484,0.08500794,0.06411725,0.11861448
ENSG00000173372,0.3492431,0.018526189,0.24612193,0.014775692,0.021387728,0.036494344,0.00052788306,0.18389186,0.01707528,0.018937908,0.024504317
ENSG00000159189,0.0005411482,0.01521011,0.11083664,0.024033956,0.024353316,0.029970203,0.05355527,0.19082518,0.051711235,0.012380023,0.026149672
ENSG00000173369,0.34863183,0.0164426,0.2807409,0.026919749,0.020304875,0.049527507,0.0527384,0.24222398,0.032909915,0.023280855,0.05623337
ENSG00000133216,0.7601378,0.015196869,0.042333573,0.0024407082,0.029245056,0.012286975,0.00053871673,0.12046575,0.0005339432,0.0021692647,0.017828554
ENSG00000004487,0.31720638,0.3967515,0.3693687,0.09875365,0.17833649,0.12838468,0.21949473,0.14677697,0.10654777,0.10303676,0.13618968
ENSG00000240553,0.0005492452,0.2186838,0.0788338,0.06619849,0.09746793,0.031607896,0.14763987,0.06436274,0.02768095,0.05008191,0.0740488
ENSG00000169641,0.51122653,1.1537907,0.633406,0.44037604,0.28349003,0.29232985,0.21287145,0.30580172,0.19037041,0.16631009,0.20463404
ENSG00000261326,0.32958624,0.057780303,0.11088179,0.017364098,0.05963168,0.01632059,0.057399537,0.020460231,0.057279278,0.028296273,0.046534028
ENSG00000125944,0.9981508,0.49087182,0.76747274,0.2699117,0.47376683,0.25612774,0.33244145,0.27446035,0.31354263,0.24937367,0.26847878
ENSG00000125945,0.00054030615,0.07371423,0.06304122,0.01265581,0.025553968,0.016394809,0.0005347256,0.0052028126,0.02359786,0.011922983,0.0005217771
ENSG00000204219,0.00053646776,0.89722514,0.037622176,0.034279566,0.08451115,0.04812549,0.0535929,0.031512745,0.009710472,0.024946947,0.041917097
ENSG00000088280,0.00053656776,0.9382203,0.057832617,0.087290555,0.25962028,0.028670691,0.00053490454,0.020825142,0.07797546,0.038939416,0.10283779
ENSG00000117318,0.00054088427,0.054811865,0.2773855,0.4716933,0.16316411,0.04161763,0.053036075,0.06877586,0.17497072,0.35131246,0.44323626
ENSG00000142676,0.32207316,0.29762965,0.36232007,0.3645818,0.26152816,0.32086557,0.14687799,0.2905959,0.2401819,0.31339622,0.26513124
ENSG00000236810,0.0005283534,0.5025475,0.14173844,0.07478548,0.15227455,0.08294083,0.11774235,0.07963497,0.082563974,0.082139276,0.1413715
ENSG00000011007,0.33570442,0.13443045,0.1534463,0.030617448,0.06556203,0.049954053,0.05493717,0.068878934,0.043156154,0.028399823,0.06492524
ENSG00000057757,0.00054470904,0.08707733,0.10452305,0.020686537,0.041139167,0.075383134,0.08955057,0.049955603,0.044437148,0.028105382,0.06557599
ENSG00000117305,0.3288413,0.2018621,0.17674647,0.031351916,0.06149975,0.036495518,0.054034624,0.101110995,0.044120852,0.040656358,0.035328865
ENSG00000179163,0.0005320712,0.1010238,0.056734987,0.0076529123,0.010915456,0.023122994,0.056952376,0.08319804,0.024392562,0.00954426,0.018452296
ENSG00000189266,0.00052515866,0.25470138,0.1917628,0.0507345,0.088501945,0.049060386,0.0005358712,0.06817346,0.03024029,0.06731108,0.0662988
